volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
311220	Herbert	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	1280		-170.111	52.742
311230	Carlisle	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1620	1828	-170.054	52.894
311240	Cleveland	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1730	2020	-169.944	52.825
311241	Tana	United States	Aleutian Ridge Volcanic Arc	Stratovolcano(es)	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	1170		-169.77	52.83
311250	Uliaga	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	888		-169.77	53.065
311260	Kagamil	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	893	1929	-169.72	52.974
311270	Vsevidof	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	2160	1878	-168.6875	53.1264
311280	Recheschnoi	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	1984		-168.539	53.157
311290	Okmok	United States	Aleutian Ridge Volcanic Arc	Shield	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1073	2008	-168.13	53.43
311300	Bogoslof	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	150	2017	-168.03	53.93
311310	Makushin	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1800	1995	-166.923	53.891
311320	Akutan	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1303	1992	-165.986	54.134
311340	Westdahl	United States	Aleutian Ridge Volcanic Arc	Stratovolcano?	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1563	1992	-164.65	54.516
311350	Fisher	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1112	1830	-164.43	54.65
311360	Shishaldin	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2857	2023	-163.97	54.756
311380	Roundtop	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1871	-7600	-163.589	54.8
311390	Amak	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	547	1796	-163.1472	55.4184
312010	Frosty	United States	Aleutian Ridge Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1728		-162.835	55.067
312011	Dutton	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1465		-162.276	55.183
312020	Emmons Lake Volcanic Center	United States	Aleutian Ridge Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1534		-162.0445	55.3519
312030	Pavlof	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2493	2022	-161.894	55.417
312040	Pavlof Sister	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2142		-161.854	55.457
312050	Dana	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1354	-1890	-161.214	55.641
312055	Stepovak Bay Group	United States	Aleutian Ridge Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1633		-160.017	55.917
312060	Kupreanof	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1895		-159.797	56.011
312070	Veniaminof	United States	Aleutian Ridge Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2507	2021	-159.38	56.17
312080	Black Peak	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1032	-1900	-158.785	56.552
312090	Aniakchak	United States	Alaska Peninsula Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1341	1931	-158.17	56.88
312100	Yantarni	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1345	-800	-157.185	57.019
312110	Chiginagak	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2221	1998	-156.99	57.135
312120	Kialagvik	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1677		-156.745	57.203
312130	Ugashik-Peulik	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1474	1814	-156.368	57.751
312131	Ukinrek Maars	United States	Alaska Peninsula Volcanic Arc	Maar(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	91	1977	-156.5203	57.8344
312132	Alaska Peninsula Arc at 155.4°W	United States	Alaska Peninsula Volcanic Arc	Lava dome	Subduction zone / Continental crust (> 25 km)	Evidence Credible	402		-155.411	57.87
312140	Martin	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1863	1953	-155.361	58.172
312150	Mageik	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2165	-500	-155.253	58.195
312160	Trident	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1864	1974	-155.1	58.236
312170	Katmai	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2047	1912	-154.9533	58.279
312180	Novarupta	United States	Alaska Peninsula Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	841	1912	-155.1588	58.2655
312190	Griggs	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2317	-1790	-155.092	58.354
312200	Snowy Mountain	United States	Alaska Peninsula Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2162	1710	-154.682	58.336
312210	Denison	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	2287		-154.449	58.418
312220	Steller	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2279		-154.3895	58.4298
312230	Kukak	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	2043		-154.355	58.453
312250	Kaguyak	United States	Alaska Peninsula Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	901	-3850	-154.0245	58.6113
312260	Fourpeaked	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2105	2006	-153.672	58.77
312270	Douglas	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2140		-153.542	58.855
313010	Augustine	United States	Alaska Peninsula Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1218	2006	-153.435	59.3626
313020	Iliamna	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3053	1876	-153.09	60.032
313030	Redoubt	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3108	2009	-152.742	60.485
313040	Spurr	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3374	1992	-152.251	61.299
313050	Hayes	United States	Alaska Peninsula Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3034	1200	-152.411	61.64
314010	St. Paul Island	United States	Northern Alaska-Bering Sea Volcanic Province	Shield	Intraplate / Continental crust (> 25 km)	Eruption Dated	203	-1280	-170.213	57.167
314030	Ingakslugwat Hills	United States	Northern Alaska-Bering Sea Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	190		-164.47	61.43
314040	St. Michael	United States	Northern Alaska-Bering Sea Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	715		-162.12	63.45
314060	Imuruk Lake	United States	Northern Alaska-Bering Sea Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	610	300	-163.45	65.517
315001	Buzzard Creek	United States	Alaska Peninsula Volcanic Arc	Tuff ring(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	830	-1050	-148.4327	64.0616
315020	Wrangell	United States	Wrangell Volcanic Arc	Shield	Intraplate / Continental crust (> 25 km)	Eruption Observed	4278	1912	-144.017	62.006
315030	Churchill	United States	Wrangell Volcanic Arc	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Dated	5005	847	-141.75	61.38
315040	Edgecumbe	United States	Queen Charlotte Volcano Group	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	970	-2080	-135.75	57.05
315050	Duncan Canal	United States	Queen Charlotte Volcano Group	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	15		-133.1	56.5
315060	Tlevak Strait-Suemez Island	United States	Queen Charlotte Volcano Group	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	50		-133.3	55.25
315070	Behm Canal-Rudyerd Bay	United States	Northern Cordilleran Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	500		-131.0	55.35
320010	Fort Selkirk	Canada	Northern Cordilleran Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	1239		-137.38	62.93
320020	Alligator Lake	Canada	Northern Cordilleran Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	2217		-135.42	60.42
320030	Atlin Volcanic Field	Canada	Northern Cordilleran Volcanic Province	Pyroclastic cone(s)	Intraplate / Continental crust (> 25 km)	Evidence Credible	1880		-133.358	59.708
320031	Tuya Volcanic Field	Canada	Northern Cordilleran Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	2123		-130.58	59.37
320040	Heart Peaks	Canada	Northern Cordilleran Volcanic Province	Shield	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	2012		-131.97	58.6
320050	Level Mountain	Canada	Northern Cordilleran Volcanic Province	Shield	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	2164		-131.35	58.42
320060	Edziza	Canada	Northern Cordilleran Volcanic Province	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Dated	2786	950	-130.63	57.72
320070	Spectrum Range	Canada	Northern Cordilleran Volcanic Province	Shield	Intraplate / Continental crust (> 25 km)	Evidence Credible	2430		-130.68	57.43
320080	Hoodoo Mountain	Canada	Northern Cordilleran Volcanic Province	Pyroclastic cone(s)	Intraplate / Continental crust (> 25 km)	Eruption Dated	1850	-7050	-131.28	56.78
320090	Iskut-Unuk River Cones	Canada	Northern Cordilleran Volcanic Province	Pyroclastic cone(s)	Intraplate / Continental crust (> 25 km)	Eruption Dated	1880	1800	-130.75	56.567
320100	Tseax River Cone	Canada	Northern Cordilleran Volcanic Province	Pyroclastic cone	Intraplate / Continental crust (> 25 km)	Eruption Dated	612	1690	-128.8991	55.1109
320110	Crow Lagoon	Canada	Northern Cordilleran Volcanic Province	Pyroclastic cone	Intraplate / Continental crust (> 25 km)	Evidence Credible	335		-130.23	54.7
320120	Milbanke Sound Group	Canada	Queen Charlotte Volcano Group	Pyroclastic cone(s)	Intraplate / Continental crust (> 25 km)	Evidence Credible	233		-128.723	52.498
320140	Nazko	Canada	Interior Western Canada Volcanic Province	Pyroclastic cone(s)	Intraplate / Continental crust (> 25 km)	Eruption Dated	1238	-5220	-123.732	52.928
320150	Wells Gray-Clearwater	Canada	Interior Western Canada Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	950	1550	-120.1125	52.0306
320160	Silverthrone	Canada	Garibaldi Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2860		-126.1133	51.5179
320170	Bridge River Cones	Canada	Garibaldi Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2500		-123.4	50.8
320180	Meager	Canada	Garibaldi Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2680	-410	-123.5	50.63
320190	Garibaldi Lake	Canada	Garibaldi Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2316		-123.0	49.933
320200	Garibaldi	Canada	Garibaldi Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2678	-8060	-123.0	49.85
320811	Cayley Volcanic Field	Canada	Garibaldi Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2375		-123.28	50.12
321010	Baker	United States	Garibaldi Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3285	1880	-121.813	48.777
321020	Glacier Peak	United States	Garibaldi Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3213	1700	-121.113	48.112
321030	Rainier	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4392	1450	-121.76	46.853
321040	Adams	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3742	950	-121.49	46.206
321050	St. Helens	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2549	2008	-122.18	46.2
321060	West Crater	United States	High Cascades Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1329	-5750	-122.08	45.88
321070	Indian Heaven	United States	High Cascades Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1806	-6250	-121.82	45.93
322010	Hood	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3426	1866	-121.695	45.374
322020	Jefferson	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3199	950	-121.8	44.674
322030	Blue Lake Crater	United States	High Cascades Volcanic Arc	Maar	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1136	680	-121.7686	44.4125
322040	Sand Mountain Field	United States	High Cascades Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1664	-950	-121.93	44.38
322060	Belknap	United States	High Cascades Volcanic Arc	Shield(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2094	475	-121.8423	44.285
322070	Three Sisters	United States	High Cascades Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3159	439	-121.767	44.133
322090	Bachelor	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2763	-5800	-121.688	43.979
322100	Davis Lake	United States	High Cascades Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2163	-2790	-121.82	43.57
322110	Newberry	United States	High Cascades Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2434	690	-121.229	43.722
322120	Devils Garden	United States	High Lava Plains Volcanic Province	Volcanic field	Rift zone / Continental crust (> 25 km)	Evidence Uncertain	1698		-120.861	43.512
322150	Cinnamon Butte	United States	High Cascades Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1958		-122.1111	43.2411
322160	Crater Lake	United States	High Cascades Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2487	-2850	-122.107	42.942
322170	Diamond Craters	United States	High Lava Plains Volcanic Province	Volcanic field	Rift zone / Continental crust (> 25 km)	Eruption Dated	1435	-5610	-118.75	43.1
322190	Jordan Craters	United States	High Lava Plains Volcanic Province	Volcanic field	Rift zone / Continental crust (> 25 km)	Eruption Dated	1473	-1250	-117.46	43.147
323010	Shasta	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4317	1250	-122.193	41.409
323020	Medicine Lake	United States	High Cascades Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2412	1060	-121.554	41.611
323080	Lassen Volcanic Center	United States	High Cascades Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3187	1917	-121.508	40.492
323100	Clear Lake Volcanic Field	United States	California Coast Ranges Volcano Group	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1439		-122.77	38.97
323110	Mono Lake Volcanic Field	United States	Basin and Range Volcanic Province	Volcanic field	Rift zone / Continental crust (> 25 km)	Eruption Dated	2121	1790	-119.03	38.0
323120	Mono-Inyo Craters	United States	Basin and Range Volcanic Province	Lava dome(s)	Rift zone / Continental crust (> 25 km)	Eruption Dated	2796	1380	-119.029	37.804
323150	Mammoth Mountain	United States	Basin and Range Volcanic Province	Lava dome(s)	Rift zone / Continental crust (> 25 km)	Eruption Dated	3369	1260	-119.032	37.631
323160	Ubehebe Craters	United States	Basin and Range Volcanic Province	Maar(s)	Rift zone / Continental crust (> 25 km)	Eruption Dated	752	-150	-117.45	37.02
323200	Salton Buttes	United States	Gulf of California Rift Volcanic Province	Lava dome(s)	Rift zone / Continental crust (> 25 km)	Eruption Dated	-40	210	-115.616	33.197
324010	Black Butte Crater Lava Field	United States	Yellowstone-Snake River Hotspot Volcano Group	Shield	Rift zone / Continental crust (> 25 km)	Eruption Dated	1478	-8180	-114.3542	43.185
324020	Craters of the Moon	United States	Yellowstone-Snake River Hotspot Volcano Group	Volcanic field	Rift zone / Continental crust (> 25 km)	Eruption Dated	2005	-130	-113.493	43.371
324030	Wapi Lava Field	United States	Yellowstone-Snake River Hotspot Volcano Group	Shield	Rift zone / Continental crust (> 25 km)	Eruption Dated	1597	-300	-113.2166	42.8859
324040	Hell's Half Acre	United States	Yellowstone-Snake River Hotspot Volcano Group	Shield	Rift zone / Continental crust (> 25 km)	Eruption Dated	1632	-3250	-112.4503	43.492
326010	Soda Lakes	United States	Basin and Range Volcanic Province	Maar(s)	Rift zone / Continental crust (> 25 km)	Evidence Credible	1251		-118.8778	39.525
